CNPJ_Fundo_Classe;Data_Referencia;Versao;Numero_Cotistas_Faixa_Ate_5;Numero_Cotas_Detidas_Faixa_Ate_5;Percentual_Cotas_Detidas_Faixa_Ate_5;Percentual_Detido_PF_Faixa_Ate_5;Percentual_Detido_PJ_Faixa_Ate_5;Numero_Cotistas_Faixa_5a10;Numero_Cotas_Detidas_Faixa_5a10;Percentual_Cotas_Detidas_Faixa_5a10;Percentual_Detido_PF_Faixa_5a10;Percentual_Detido_PJ_Faixa_5a10;Numero_Cotistas_Faixa_10a15;Numero_Cotas_Detidas_Faixa_10a15;Percentual_Cotas_Detidas_Faixa_10a15;Percentual_Detido_PF_Faixa_10a15;Percentual_Detido_PJ_Faixa_10a15;Numero_Cotistas_Faixa_15a20;Numero_Cotas_Detidas_Faixa_15a20;Percentual_Cotas_Detidas_Faixa_15a20;Percentual_Detido_PF_Faixa_15a20;Percentual_Detido_PJ_Faixa_15a20;Numero_Cotistas_Faixa_20a30;Numero_Cotas_Detidas_Faixa_20a30;Percentual_Cotas_Detidas_Faixa_20a30;Percentual_Detido_PF_Faixa_20a30;Percentual_Detido_PJ_Faixa_20a30;Numero_Cotistas_Faixa_30a40;Numero_Cotas_Detidas_Faixa_30a40;Percentual_Cotas_Detidas_Faixa_30a40;Percentual_Detido_PF_Faixa_30a40;Percentual_Detido_PJ_Faixa_30a40;Numero_Cotistas_Faixa_40a50;Numero_Cotas_Detidas_Faixa_40a50;Percentual_Cotas_Detidas_Faixa_40a50;Percentual_Detido_PF_Faixa_40a50;Percentual_Detido_PJ_Faixa_40a50;Numero_Cotistas_Faixa_Acima_50;Numero_Cotas_Detidas_Faixa_Acima_50;Percentual_Cotas_Detidas_Faixa_Acima_50;Percentual_Detido_PF_Faixa_Acima_50;Percentual_Detido_PJ_Faixa_Acima_50
26.642.727/0001-66;2024-12-01;1;519;3662415;0.205988024883249;1;;9;14117332.158;0.79401197511675;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26.642.834/0001-94;2024-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;132971995.962992;1;0;1
26.681.370/0001-25;2024-12-01;2;28977;3116114;0.7381;0.5213;0.2168;;;;;;;;;;;;;;;;1;1105853;0.2619;;0.2619;;;;;;;;;;;;;;;
26.813.118/0001-22;2024-12-01;1;20;161586.4525;0.18;0.000136;0.179841;3;221424;0.2466;0;0.246625;1;130055.0001;0.1449;0;0.144857;;;;;;2;384751.2998;0.4285;0;0.428541029988304;;;;;;;;;;;;;;;
26.846.134/0001-11;2024-06-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;75807.90839415;1;0;1
26.846.134/0001-11;2024-12-01;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;94674.1401176;1;0;1
26.846.280/0001-47;2024-06-01;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;22634.504187;1;0;1
26.990.011/0001-50;2024-12-01;1;48;44327;0.1491;0.1323;0.0168;1;29000;0.0975;0.0975;;;;;;;2;100000;0.3363;;0.3363;;;;;;;;;;;1;124000;0.4171;;0.4171;;;;;
27.368.600/0001-63;2024-12-01;1;6012;1381561;0.6528;0.950520833333333;0.0494791666666667;;;;;;;;;;;;;;;;;;;;;1;733439;0.3472;0;1;;;;;;;;;;
27.368.617/0001-10;2024-12-01;1;126;339592;0.253382240142781;0.145857;0.10755;8;779660;0.581733366362342;0.581732999999998;0;0;0;0;0;0;1;220984;0.164884393494877;0;0.164859999999999;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27.368.863/0001-72;2024-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;83242.41749951;1;0;0
27.445.482/0001-40;2024-06-01;1;265;376512;0.109;0.198;0.802;1;297766;0.0862;;1;;;;;;;;;;;;;;;;;;;;;;;;;;1;2780722;0.8048;;1
27.486.542/0001-72;2024-12-01;1;3527;807862;0.1901;0.9982;0.0018;1;228193;0.0537;1;0;1;557000;0.131;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2656945;0.6252;1;0
27.529.279/0001-51;2024-12-01;1;123367;136807700;1;0.879873676700946;0.120126323299054;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27.538.422/0001-71;2024-12-01;1;21;1180291;0.186988937103242;0.001752;0.185237;2;724399;0.114763731188877;0;0.114764;1;783955;0.124198957872907;0;0.124199;1;1042262;0.165121536606734;0;0.165122;0;0;0;0;0;0;0;0;0;0;1;2581183;0.40892683722824;0;0.408925999999999;0;0;0;0;0
27.538.477/0001-81;2024-12-01;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;294.95524643;1;0;1
27.539.651/0001-00;2024-06-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;11396.16818;0.4183;;0.4183;1;15846.72213455;0.5817;;0.5817
27.590.950/0001-70;2024-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1155.85968435;1;0;1
27.602.955/0001-75;2024-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;408008;1;;1
27.771.547/0001-47;2024-12-01;1;205;4547027;0.57323308600538;0.184073;0.389168;4;2273664;0.286635516186584;0;0.286635;1;1111557;0.140131397808036;0;0.140124;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27.771.586/0001-44;2024-12-01;1;0;0;0;0;0;0;0;0;0;0;55;83802.7221934;0.1435;0.1435;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;583926.07550609;0.8565;0;0.8565;0;0;0;0;0
27.773.327/0001-52;2024-12-01;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;160757.049249;1;1;
27.882.134/0001-30;2024-06-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;4275.4272;1;0;1
28.108.193/0001-18;2024-12-01;1;6;1800000;0.1361;0.1361;;;;;;;;;;;;1;2572898.32;0.1945;0.1945;;;;;;;2;8852898.32;0.6694;0.6694;;;;;;;;;;;
28.152.272/0001-26;2024-12-01;1;167719;26441650;1;0.8991;0.1009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28.152.777/0001-90;2024-12-01;1;109176;60740353;1;0.834552;0.165448;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28.216.384/0001-01;2024-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;3239431;1;0;1
28.267.530/0001-10;2024-12-01;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;3561.23688544;1;;1
28.267.555/0001-13;2024-12-01;1;110;22400;0.7;0.687504;0.0125;4;9600;0.3;0.299996;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28.267.696/0001-36;2024-06-01;1;39154;3708168;1;0.945038628239066;0.0549613717609342;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28.516.301/0001-91;2024-12-01;1;70230;8701552;1;0.7871;0.2129;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28.516.325/0001-40;2024-06-01;1;48872;6416725;0.897391091043298;0.79784499999983;0.098517;0;0;0;0;0;1;733697;0.102608908956702;0;0.103638;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28.516.650/0001-03;2024-12-01;1;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28.548.288/0001-52;2024-12-01;1;183636;20035563;1;0.9189;0.0811;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28.693.595/0001-27;2024-12-01;1;197;793363;0.6406;0.607766040246347;0.0327804923734753;2;159669;0.1289;0.0645638687133247;0.0643499126413321;2;285540;0.2305;0;0.23053968602552;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28.729.197/0001-13;2024-12-01;1;89216;11010228;1;0.8212;0.1788;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28.737.771/0001-85;2024-06-01;1;151677;11377502;0.93055131730956;0.886298549272592;0.0442527680369685;1;849123;0.0694486826904399;0;0.0694486826904399;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28.757.546/0001-00;2024-06-01;3;516624;55320191;1;0.7824;0.2176;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28.830.325/0001-10;2024-06-01;1;289922;36433827;1;0.90789886003466;0.0921011399653404;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28.851.767/0001-43;2024-12-01;1;747;178519;0.2098;0.1589;0.0509;3;169839;0.1996;0;0.1996;;;;;;;;;;;1;197773;0.23245;0;0.23245;1;304690;0.35811;0;0.35811;;;;;;;;;;
28.893.734/0001-66;2024-12-01;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;161721;1;0;1
28.899.178/0001-35;2024-06-01;1;41;700322.46;0.5505;0.4316;0.1189;;;;;;;;;;;1;214465.75;0.1686;0;0.1686;1;357357.1;0.2809;0;0.2809;;;;;;;;;;;;;;;
29.018.899/0001-51;2024-12-01;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;70615000;1;0;1
29.242.809/0001-01;2024-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;1;5568.05386;0.412889;0;0.412889;;;;;;1;7917.52519883;0.58711;0;0.58711
29.242.844/0001-20;2024-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;44334.6457106;1;0;1
29.267.567/0001-00;2024-12-01;1;37090;4634191;1;0.7797;0.2203;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29.299.737/0001-39;2024-12-01;2;136;32925;0.5825;0.9827;0.0173;5;23600;0.4175;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29.467.977/0001-03;2024-06-01;1;133644;15057201;1;0.783596234120804;0.216403765879196;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29.641.226/0001-53;2024-12-01;1;210531;23238024;1;0.8229;0.1771;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29.852.732/0001-91;2024-06-01;1;247037;114516482;1;0.8563;0.1437;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30.017.492/0001-99;2024-12-01;1;84;39493;0.3394;0.2254;0.114;2;18474;0.1588;0.1588;;1;12743;0.1095;;0.1095;2;45652;0.3923;;0.3923;;;;;;;;;;;;;;;;;;;;
30.048.651/0001-12;2024-12-01;1;6323;1144813;0.3292;0.1443;0.1849;2;425991;0.1225;0;0.1225;2;747102;0.2148;0;0.2148;;;;;;;;;;;1;1159528;0.3334;0;0.3334;;;;;;;;;;
30.091.444/0001-40;2024-06-01;1;23898;7014565;1;0.93;0.07;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30.091.506/0001-14;2024-12-01;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1858610;1;0;1
30.130.708/0001-28;2024-06-01;1;29102;28169507;1;0.93;0.07;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30.166.700/0001-11;2024-06-01;1;64862;12769512;1;0.771612807129983;0.228387192870017;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30.178.506/0001-56;2024-12-01;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1148.2779087;1;0;1
30.230.870/0001-18;2024-12-01;1;72424;24309040.810303;0.693526425493761;0.661248999999815;0.029548;0;0;0;0;0;1;3594015;0.102535694253495;0;0.102536;0;0;0;0;0;1;7148299;0.203937880252744;0;0.206667;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30.248.129/0001-84;2024-12-01;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;15401902984.5385;1;;1
30.248.158/0001-46;2024-12-01;1;384;1041068;0.354068873291075;0.0850298167056536;0.269039056585421;3;573651;0.195099612352217;0;0.195099612352217;0;0;0;0;0;1;487163;0.165684906767953;0;0.165684906767953;1;838416;0.285146607588755;0;0.285146607588755;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30.248.180/0001-96;2024-12-01;1;146840;22084202.9039997;1;0.870753999999753;0.129246;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30.258.790/0001-70;2024-12-01;1;15;315470.7498;0.214638;0.087769;0.126869;1;93619.55162027;0.063696;0;0.063696;;;;;;;;;;;1;330055.58495623;0.224561;0;0.224561;;;;;;1;730634.54379489;0.497105;0;0.497105;;;;;
30.492.505/0001-81;2024-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;390449332;1;;1
30.495.165/0001-42;2024-12-01;1;1;20000;0.0456;0;0.0456;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;418700;0.9544;0;0.9544
30.567.216/0001-02;2024-12-01;1;18215;3043832;0.8434;0.7712;0.0722;2;564973;0.1566;0.062;0.0946;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30.578.275/0001-78;2024-12-01;1;1;1830.09862098;0.0241721708129134;0;0.024172;0;0;0;0;0;1;8260.87641492;0.109110685881445;0;0.109111;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;65620;0.866717143305642;0;0.866717
30.578.351/0001-45;2024-12-01;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;302908.90730024;1;0;1
30.578.417/0001-05;2024-12-01;1;64831;8126783;1;0.957806999999849;0.042193;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30.629.603/0001-18;2024-06-01;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30.642.032/0001-51;2024-12-01;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;15549.36475872;1;;1
30.647.758/0001-87;2024-12-01;1;10245;1533327;0.7073;0.6018;0.1055;1;110266;0.0508;;0.0508;;;;;;;;;;;1;524364;0.2419;0;0.2419;;;;;;;;;;;;;;;
30.654.849/0001-40;2024-12-01;1;42865;5979978;0.817364438310696;0.589621999999897;0.226103;1;475454;0.0649867259800243;0;0.0649869999999998;1;860739;0.11764883570928;0;0.119288;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30.791.386/0001-68;2024-12-01;1;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30.816.679/0001-52;2024-06-01;1;1;95.92;0.0003;0.0003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;333499.26;0.9997;0;0.9997
30.846.692/0001-54;2024-06-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1624411.13904241;1;0;1
30.871.660/0001-09;2024-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;390774.6659;1;0;1
30.871.698/0001-81;2024-12-01;1;698;788524;0.2793;0.0759;0.2034;4;808909;0.2865;0;0.2865;1;405943;0.1438;;0.1438;;;;;;1;819804;0.2904;0;0.2904;;;;;;;;;;;;;;;
30.982.880/0001-00;2024-06-01;1;8130;904050;1;0.9119;0.0881;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30.982.923/0001-57;2024-12-01;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;791524557.3883;1;1;0
30.982.974/0001-89;2024-12-01;1;12;89140;0.3224;;0.3224;;;;;;;;;;;;;;;;;;;;;2;187306;0.6776;;0.6776;;;;;;;;;;
30.983.020/0001-90;2024-12-01;1;63383;43302140;1;0.9516;0.0484;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31.145.875/0001-05;2024-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;301487584.464453;1;0;1
31.152.015/0001-07;2024-12-01;1;55;18182.308523;0.0342270402035194;0.003066;0.031162;1;44151;0.0831114514482043;0;0.083111;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;468893.125749;0.882661508348276;0;0.882661
31.161.410/0001-48;2024-06-01;1;1588;1528615;1.00000000000001;0.935486044556681;0.0645139554433262;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31.373.514/0001-16;2024-06-01;1;2;59835.62;0.004891;0.0049;0;3;2496679.63;0.20411;0.0628;0.1413;0;0;0;0;0;1;2077150.73;0.16982;0;0.16982;1;3081686.28;0.25194;0;0.25194;1;4516380.4;0.36923;0;0.36923;0;0;0;0;0;0;0;0;0;0
31.469.385/0001-64;2024-12-01;1;441;424283;0.847004124394617;0.738643940573583;0.108360183821034;2;76639;0.152995875605384;0.152995875605384;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31.508.219/0001-20;2024-12-01;1;1;944;0.0043;0;1;1;14900;0.0677;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;204222;0.928;0;1
31.524.769/0001-32;2024-12-01;1;39;33359489.83;0.3532;0.3532;;7;33215076.46;0.4778;0.4778;;;;;;;1;12130723.58;0.169;0.169;;;;;;;;;;;;;;;;;;;;;
31.524.789/0001-03;2024-12-01;1;95;16701.27234;0.2705;0.2705;;1;529.55253754;0.0601;0.0601;;7;3543.92852;0.6694;0.6694;;;;;;;;;;;;;;;;;;;;;;;;;;
31.544.493/0001-54;2024-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;226110.74836594;1;;1
31.544.514/0001-31;2024-06-01;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;33635497.5;0.519;0;0.519;0;0;0;0;0;1;31173242.32;0.481;0;0.481;0;0;0;0;0
31.547.782/0001-07;2024-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;47836.77908411;1;0;1
31.547.855/0001-60;2024-12-01;1;5695;5238979;0.6476;0.49;0.1576;;;;;;;;;;;2;2850211;0.3523;;0.3523;;;;;;;;;;;;;;;;;;;;
31.547.989/0001-81;2024-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;78114.877;1;;1
31.713.934/0001-02;2024-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;1;35509323.6139271;1;0;1;;;;;;;;;;
31.772.231/0001-47;2024-12-01;1;46;8978452.38;0.5923;0.5536;0.0387;6;6181203.53;0.4077;0.4077;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31.887.401/0001-39;2024-12-01;1;1314;511285;0.7409;0.6374;0.1035;2;109207;0.1583;0;0.1583;1;69548;0.1008;0;0.1008;;;;;;;;;;;;;;;;;;;;;;;;;
31.894.369/0001-19;2024-12-01;1;5678;3361048;0.8894;0.9979;0.0021;0;0;0;0;0;1;417953;0.1106;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31.907.591/0001-09;2024-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;133315.9999;1;0;1
31.962.875/0001-06;2024-12-01;2;;;;;;;;;;;;;;;;1;827988.15;0.2;0;0.2;;;;;;;;;;;;;;;;1;3311952.61;0.8;0;0.8
32.000.013/0001-57;2024-12-01;1;5;3687.22;0.0056;1;0;0;0;0;0;0;1;67816.96;0.1035;0;1;1;129735.96;0.198;0;1;1;172150.11;0.2629;0;1;0;0;0;0;0;1;281700.18;0.43;0;1;0;0;0;0;0
32.006.821/0001-21;2024-12-01;1;25590;19557705;0.943587131608691;0.703074298403379;0.240512833205312;1;1169268;0.0564128683913469;0;0.0564128683913469;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
32.065.364/0001-46;2024-12-01;1;24423;4836324;1;0.956793999999939;0.043206;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32.177.294/0001-18;2024-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2976;1;0;1
32.222.912/0001-02;2024-12-01;1;;;;;;1;732.16153562;0.067762;0.067762;;;;;;;;;;;;2;5716.62120298;0.5291;0.267855;0.261245;1;4356.15004378;0.403163;;0.403163;;;;;;;;;;
32.274.163/0001-59;2024-12-01;1;54805;8543493;1;0.9676;0.0323;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32.274.197/0001-43;2024-12-01;1;1;32406598.69;0.05;0;0.05;;;;;;;;;;;;;;;;1;129777103.99;0.2002;0;0.2002;;;;;;;;;;;1;354261748.9296;0.7498;0;0.7498
32.274.553/0001-29;2024-12-01;1;1;20190041.09;0.0489;0;0.0489;;;;;;;;;;;;;;;;1;82570589.06;0.2002;0;0.2002;;;;;;;;;;;1;309736399.41;0.7509;0;0.7509
32.275.196/0001-13;2024-12-01;1;;;;;;;;;;;1;36.4;0.1283;;0.1283;;;;;;;;;;;;;;;;;;;;;1;247.22514;0.8717;;0.8717
32.275.252/0001-10;2024-12-01;2;1;3864.59332178;0.0016;0.0016;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2367962.38992349;0.9984;0.9984;
32.287.811/0001-01;2024-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;106947.77;1;;1
32.317.313/0001-64;2024-06-01;1;458;135506;0.9174;0.8841;0.0333;1;12194.9971;0.0826;0;0.0826;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
32.388.168/0001-02;2024-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;146.2581;1;0;1
32.397.369/0001-76;2024-12-01;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
32.400.250/0001-05;2024-06-01;1;33144;14723970;1;0.95;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
32.441.656/0001-36;2024-06-01;1;100;108949.35;0.780074293444478;0.40106136990269;0.379012923541788;3;30716.001;0.219925706555522;0.219925706555522;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
32.527.552/0001-49;2024-06-01;1;196;71741;0.7837;0.9868;0.0132;3;19800;0.2163;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32.527.626/0001-47;2024-06-01;1;8517;1603742;0.6149;0.4404;0.5596;3;637636;0.2445;0;1;1;366620;0.1406;0;1;;;;;;;;;;;;;;;;;;;;;;;;;
32.527.683/0001-26;2024-06-01;1;15838;2109169;1;0.9443;0.0557;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32.667.306/0001-92;2024-06-01;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;10000;0.281183218985491;0;0.281183218985491;0;0;0;0;0;0;0;0;0;0;1;25564;0.718816781014509;0;0.718816781014509
32.754.734/0001-52;2024-06-01;1;19871;3887405;0.771310515873016;0.575610317460317;0.195700198412698;2;547076;0.108546825396825;0;0.108546825396825;1;605519;0.120142658730159;0;0.120142658730159;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
32.774.914/0001-04;2024-06-01;1;455;138036;0.0671;0.0666;0.0005;2;304616;0.148;0;0.148;0;0;0;0;0;1;397723;0.1933;0;0.1933;1;517450;0.2514;0;0.2514;1;700100;0.3402;0;0.3402;0;0;0;0;0;0;0;0;0;0
32.784.898/0001-22;2024-12-01;1;15179;2863597;1;0.9292;0.0708;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32.892.018/0001-31;2024-06-01;1;195648;20418095;1;0.8116;0.1884;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32.903.521/0001-45;2024-12-01;1;10717;15486840;1;0.829626960696953;0.170373039303047;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32.903.621/0001-71;2024-06-01;2;38484;4993049;0.3944;0.3585;0.0359;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;7667018;0.6056;0;0.6056
32.903.661/0001-13;2024-06-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;3372642.72;1;0;1
32.903.702/0001-71;2024-12-01;1;33052;83088388;0.899777211749765;0.680604225947915;0.319395774052085;1;9254902;0.100222788250235;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
33.046.142/0001-49;2024-06-01;1;5865;5246667;0.705031817134288;0.31363920693332;0.391392610200968;0;0;0;0;0;1;883296;0.1186947416231;0;0.1186947416231;1;1311782;0.176273441242612;0;0.176273441242612;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
33.354.650/0001-94;2024-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;3422119;1;0;1
