CNPJ_Fundo_Classe;Data_Referencia;Versao;Numero_Cotistas_Faixa_Ate_5;Numero_Cotas_Detidas_Faixa_Ate_5;Percentual_Cotas_Detidas_Faixa_Ate_5;Percentual_Detido_PF_Faixa_Ate_5;Percentual_Detido_PJ_Faixa_Ate_5;Numero_Cotistas_Faixa_5a10;Numero_Cotas_Detidas_Faixa_5a10;Percentual_Cotas_Detidas_Faixa_5a10;Percentual_Detido_PF_Faixa_5a10;Percentual_Detido_PJ_Faixa_5a10;Numero_Cotistas_Faixa_10a15;Numero_Cotas_Detidas_Faixa_10a15;Percentual_Cotas_Detidas_Faixa_10a15;Percentual_Detido_PF_Faixa_10a15;Percentual_Detido_PJ_Faixa_10a15;Numero_Cotistas_Faixa_15a20;Numero_Cotas_Detidas_Faixa_15a20;Percentual_Cotas_Detidas_Faixa_15a20;Percentual_Detido_PF_Faixa_15a20;Percentual_Detido_PJ_Faixa_15a20;Numero_Cotistas_Faixa_20a30;Numero_Cotas_Detidas_Faixa_20a30;Percentual_Cotas_Detidas_Faixa_20a30;Percentual_Detido_PF_Faixa_20a30;Percentual_Detido_PJ_Faixa_20a30;Numero_Cotistas_Faixa_30a40;Numero_Cotas_Detidas_Faixa_30a40;Percentual_Cotas_Detidas_Faixa_30a40;Percentual_Detido_PF_Faixa_30a40;Percentual_Detido_PJ_Faixa_30a40;Numero_Cotistas_Faixa_40a50;Numero_Cotas_Detidas_Faixa_40a50;Percentual_Cotas_Detidas_Faixa_40a50;Percentual_Detido_PF_Faixa_40a50;Percentual_Detido_PJ_Faixa_40a50;Numero_Cotistas_Faixa_Acima_50;Numero_Cotas_Detidas_Faixa_Acima_50;Percentual_Cotas_Detidas_Faixa_Acima_50;Percentual_Detido_PF_Faixa_Acima_50;Percentual_Detido_PJ_Faixa_Acima_50
38.082.796/0001-41;2024-12-01;1;104;2862974.74;0.0297340643998318;7.9E-05;0.02965;0;0;0;0;0;1;11656958.49;0.121065949204926;0;0.121066;1;19015374;0.197488419022128;0;0.197488;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;62750713.46;0.651711567373114;0;0.651717
38.293.862/0001-22;2024-06-01;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;530290.183;1;0;1
38.293.897/0001-61;2024-06-01;1;4543;896642;0.616732434163148;0.410496478681908;0.20623595548124;6;557217;0.383267565836852;0;0.383267565836852;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
38.293.921/0001-62;2024-12-01;2;423;277996;0.257104462676311;0.099619239459259;0.157485223217052;3;225299;0.208367668371164;0;0.208367668371164;3;409957;0.379148528055772;0;0.379148528055772;1;168005;0.155379340896753;0;0.155379340896753;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
38.294.086/0001-85;2024-12-01;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;5000000;1;0;1
38.294.329/0001-85;2024-12-01;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;7864;0.2143;0;0.2143;0;0;0;0;0;0;0;0;0;0;1;28835;0.7857;0;0.7857
38.376.805/0001-07;2024-12-01;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;87884;1;0;1
38.456.508/0001-71;2024-06-01;1;402;107818.962;0.233017807931751;0.226553755635948;0.00646405229580272;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;354888;0.766982192068249;0;0.766982192068249
38.456.598/0001-09;2024-12-01;1;74;43710;0.56403638944448;0.224143;0.339892;3;13624;0.175804890638106;0;0.175804;2;20161;0.260158719917414;0;0.260161;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
38.498.758/0001-74;2024-12-01;1;4;219137.473079;0.0911911004671801;0.000166;0.091025;4;726159.65354;0.30218153468123;0;0.30218;0;0;0;0;0;1;408476.031512;0.169981784971196;0;0.169982;2;1049284.508202;0.436645579880394;0;0.436647;0;2.3283064365387E-10;9.68893285066949E-17;0;0;0;2.3283064365387E-10;9.68893285066949E-17;0;0;0;0;0;0;0
38.658.984/0001-75;2024-12-01;1;13079;3924500;1;0.959316999999987;0.040683;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
39.317.176/0001-07;2024-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;40117.63955908;1;0;1
39.332.032/0001-20;2024-06-01;1;112;74446;0.71001;0.407889;0.302121;1;5878;0.05606;0.05606;0;2;24528;0.23393;0;0.23393;;;;;;;;;;;;;;;;;;;;;;;;;
39.347.413/0001-82;2024-12-01;1;229;181361;0.161641;0.040875;0.120766;2;157400;0.1403;;0.1403;;;;;;;;;;;1;241137;0.2149;;0.2149;;;;;;1;542102;0.483157;;0.483157;;;;;
39.375.158/0001-81;2024-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;319864.50079785;1;;1
39.449.207/0001-83;2024-12-01;1;1;111855.86780751;0.03852;;0.03852;;;;;;1;458144.13219249;0.157771;;0.157771;;;;;;;;;;;;;;;;;;;;;1;2333860;0.80371;;0.80371
39.583.723/0001-04;2024-12-01;1;101;101;0.01;1;;;;;;;;;;;;;;;;;;;;;;1;11159.23;0.32;;1;;;;;;1;23314.5715;0.67;;1
39.591.218/0001-01;2024-06-01;1;2;310.04154776;0.0182000000073964;0.0182;0;3;3034.82383452;0.178149651908804;0.178149;0;0;0;0;0;0;3;8579.80943772;0.503650342859338;0.50365;0;0;0;0;0;0;1;5110.57505;0.300000005224461;0.300001;0;0;0;0;0;0;0;0;0;0;0
39.714.024/0001-48;2024-12-01;1;199;267547;0.269;0.1267;0.1423;6;450150;0.4527;0.4527;;;;;;;;;;;;1;276741;0.2783;;0.2783;;;;;;;;;;;;;;;
39.753.295/0001-02;2024-12-01;1;13621;32607581;0.948760595715718;0.866121999999969;0.082295;1;1761027;0.0512394042842817;0.0515829999999995;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
39.863.059/0001-49;2024-12-01;1;1763;2031486;0.18452118624824;0.0685430000000006;0.115912;1;664404;0.060348244697761;0;0.060348;0;0;0;0;0;1;2000000;0.181661292520096;0;0.181661;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;6313610;0.573469276533903;0;0.573536
40.010.015/0001-55;2024-12-01;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;20.5932292;1;0;1
40.011.225/0001-68;2024-06-01;1;29571;2830000;1;0.961766431095406;0.0382335689045936;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
40.011.234/0001-59;2024-06-01;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;130975;0.317422810333963;0.317422810333963;0;0;0;0;0;0;1;281645;0.682577189666037;0.682577189666037;0
40.011.251/0001-96;2024-06-01;2;4008;775928;0.809588250699326;0.623562873595479;0.186025377103847;3;182495;0.190411749300674;0;0.190411749300674;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
40.011.279/0001-23;2024-06-01;1;18;7480;0.32550043516101;0.260226283724978;0.0652741514360313;3;5500;0.239338555265448;0.174064403829417;0.0652741514360313;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;10000;0.435161009573542;0.435161009573542;0;0;0;0;0;0
40.011.324/0001-40;2024-06-01;1;116;101040;0.259470120105082;0.248050250507821;0.0114198695972615;4;117534;0.301826614176868;0.150510132020575;0.151316482156293;2;81252;0.208654653590441;0;0.208654653590441;0;0;0;0;0;1;89583;0.230048612127609;0;0.230048612127609;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
40.041.603/0001-56;2024-06-01;1;867;609142;0.1542;0.0761;0.0781;3;740857;0.1876;0.061;0.1266;2;900000;0.2278;0;0.2278;1;600000;0.1519;0;0.1519;1;1100000;0.2785;0;0.2785;;;;;;;;;;;;;;;
40.041.711/0001-29;2024-12-01;1;3603;1000473;0.3954;0.2304;0.1651;4;813546;0.3216;0;0.3216;1;315720;0.1248;0;0.1248;1;400227;0.1582;0;0.1582;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
40.041.723/0001-53;2024-12-01;1;4126;2000000;1;0.8866;0.1134;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
40.054.838/0001-82;2024-12-01;1;5;123986;0.145012865497076;0.0956304093567251;0.0493824561403509;0;0;0;0;0;1;95512;0.111709941520468;0;0.111709941520468;1;147869;0.172946198830409;0;0.172946198830409;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;487633;0.570330994152047;0;0.570330994152047
40.054.913/0001-05;2024-12-01;1;9;58507.78;0.1404;0.1404;0;1;30088.7;0.074;0;0.074;;;;;;;;;;;1;100302.17;0.2467;0;0.2467;;;;;;;;;;;1;217623.02;0.5353;0;0.5353
40.063.899/0001-06;2024-12-01;1;5;1900;0.0378;0.0159;0.0219;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;12084;0.2403;0;0.2403;0;0;0;0;0;0;0;0;0;0;1;36303.93;0.7219;0;0.7219
40.067.483/0001-66;2024-06-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;55544.8323221;1;;1
40.102.445/0001-05;2024-12-01;1;65;48811;0.730583287183248;0.718609211058059;0.011974076125189;4;18000;0.269416712816752;0.269416712816752;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
40.189.596/0001-34;2024-06-01;1;12230;2090621;1;0.9508;0.0492;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
40.225.262/0001-79;2024-12-01;1;11;72375;0.0399;0.0177;0.0222;;;;;;;;;;;;;;;;1;442353;0.2442;0.2442;;2;1296858;0.7159;0.3538;0.3621;;;;;;;;;;
40.265.671/0001-07;2024-12-01;1;14840;689887433.41;1;0.0002;0.9998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
40.343.867/0001-64;2024-06-01;1;1296;84754;0.341403090408134;0.341323000000002;0;1;20877;0.0840959992265923;0.0840960000000005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;142621;0.574500910365274;0.574581;0
40.346.049/0001-15;2024-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2308800;1;0;1
40.413.979/0001-44;2024-06-01;1;86053;68040425;1;0.9838;0.0162;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
40.414.001/0001-05;2024-12-01;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;46500000;1;0;1
40.575.940/0001-23;2024-06-01;1;4291;269099;0.2293479539291;0.124783000000002;0.104662;3;332515;0.283396203258781;0.283395999999981;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;571708;0.487255842812118;0.487158999999998;0;0;0;0;0;0
40.837.664/0001-24;2024-12-01;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;869.35673348;1;;1
40.886.241/0001-02;2024-12-01;2;158;1599446;0.458380405245459;0.4301951485409;0.0281852567045592;8;1889896;0.541619594754541;0.469972848749134;0.0716467460054073;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
40.886.521/0001-02;2024-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;863800;1;0;1
40.887.170/0001-54;2024-12-01;1;50;11064;0.4999;0.4333;0.0666;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;11066;0.5001;;0.5001
40.944.707/0001-70;2024-12-01;1;48;11436.37;0.2093;0.1239;0.0854;2;9142.56;0.1673;;0.1673;;;;;;;;;;;1;11263.29629532;0.206138046729495;0.206138046729495;;;;;;;1;22797.3543;0.41723150690397;;0.41723150690397;;;;;
40.944.736/0001-32;2024-12-01;1;9;379;0.1895;0.005;0.1845;;;;;;1;207;0.1035;;0.1035;;;;;;1;438;0.219;;0.219;;;;;;1;976;0.488;;0.488;;;;;
41.076.380/0001-25;2024-06-01;1;11718;6646184;0.609221018918236;0.325313367521242;0.283907651396994;3;2285843;0.209531304211126;0;0.209531304211126;0;0;0;0;0;1;1977288;0.181247676870638;0;0.181247676870638;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
41.076.564/0001-95;2024-06-01;1;2637;400936;0.208820833333333;0.1617859375;0.0470348958333333;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1519064;0.791179166666667;0;0.791179166666667
41.076.607/0001-32;2024-12-01;1;13865;2541246;0.755298391260192;0.724836449591165;0.0304619416690271;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;823313;0.244701608739808;0;0.244701608739808;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
41.076.710/0001-82;2024-12-01;1;39655;3986112;0.949074285714286;0.879503333333333;0.0695709523809524;1;213888;0.0509257142857143;0;0.0509257142857143;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
41.076.748/0001-55;2024-12-01;1;499;1350000;0.84375;0.5486775;0.2950725;0;0;0;0;0;0;0;0;0;0;1;250000;0.15625;0;0.15625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
41.076.823/0001-88;2024-06-01;1;14;1116;0.00126248496809999;0.000131226036110751;0.00113125893198923;2;118416;0.133959157690437;0;0.133959157690437;1;131579.895;0.148850931488956;0;0.148850931488956;1;132859.026;0.15029795985789;0;0.15029795985789;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;500000;0.565629465994617;0;0.565629465994617
41.076.851/0001-03;2024-06-01;1;127;302260.727;0.0514860789681646;0.0143354857684213;0.0371505931997433;2;807954.545;0.137624268688262;0;0.137624268688262;0;0;0;0;0;1;931076.182;0.158596395594024;0;0.158596395594024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3829435.8;0.65229325674955;0;0.65229325674955
41.080.968/0001-52;2024-06-01;1;48;330006;0.622652830188679;0.524088679245283;0.0985641509433962;6;199994;0.377347169811321;0.207547169811321;0.1698;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
41.081.088/0001-09;2024-06-01;1;164867;86455117;1;0.99177399759924;0.00822600240076015;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
41.081.336/0001-03;2024-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1522483.26513;1;0;1
41.081.356/0001-84;2024-06-01;1;8771;3840250;0.656947;0.609843;0.047103;;;;;;;;;;;2;2005352;0.343053;0;0.343053;;;;;;;;;;;;;;;;;;;;
41.081.374/0001-66;2024-12-01;2;10720;7564192;0.4255;0.3318;0.0937;;;;;;1;1869930;0.1052;0;0.1052;;;;;;;;;;;;;;;;1;8339175;0.4692;0;0.4692;;;;;
41.088.458/0001-21;2024-12-01;1;13281;24853699;0.843394299007634;0.611607742313622;0.231786556694012;0;0;0;0;0;0;0;0;0;0;1;4614960;0.156605700992366;0;0.156605700992366;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
41.088.534/0001-07;2024-12-01;1;98;107429;0.290522176759632;0.266131932857193;0.024390243902439;3;84350;0.228109221994759;0.228109221994759;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;178000;0.481368601245609;0;0.481368601245609;0;0;0;0;0
41.114.606/0001-35;2024-12-01;1;15;352360;0.1824;0.0828;0.09959;;;;;;;;;;;;;;;;;;;;;1;644000;0.3334;;0.3334;1;935145;0.4842;;0.4842;;;;;
41.199.975/0001-78;2024-12-01;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;500000;1;0;1
41.218.352/0001-03;2024-12-01;1;12984;7605050;0.841918;0.773004;0.068914;;;;;;;;;;;1;1427949;0.158081;0;0.158081;;;;;;;;;;;;;;;;;;;;
41.218.404/0001-33;2024-12-01;1;74;200141;0.554192;0.536194;0.017998;2;46000;0.127374;0.127374;0;;;;;;;;;;;;;;;;1;114999;0.318433;0;0.318433;;;;;;;;;;
41.219.028/0001-00;2024-12-01;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;83132.05;1;0;1
41.219.454/0001-35;2024-12-01;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;13352073.9472728;1;;1
41.224.330/0001-48;2024-06-01;1;12155;2781332;0.888061421865351;0.806455999999967;0.081796;0;0;0;0;0;1;350582;0.111938578134649;0;0.111748;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
41.251.077/0001-11;2024-06-01;1;3;10500;0.0804597701149425;0.042145;0.038314;1;10000;0.0766283524904215;0;0.076628;0;0;0;0;0;1;25000;0.191570881226054;0.191571;0;1;35000;0.268199233716475;0;0.268199;1;50000;0.383141762452107;0;0.383143;0;0;0;0;0;0;0;0;0;0
41.251.337/0001-59;2024-12-01;1;136;79247;0.166473;0.031874;0.134599;1;45000;0.094531;0.094531;0;1;47938;0.100702;0;0.100702;1;90000;0.189061;0.189061;0;2;213851;0.449233;0.241158;0.208075;;;;;;;;;;;;;;;
41.251.371/0001-23;2024-12-01;1;105;246587.73267732;0.382157;0.351162;0.030995;1;49839.8123;0.077241;0;0.077241;;;;;;;;;;;;;;;;;;;;;;;;;;1;348825.0024;0.540602;0;0.540602
41.256.643/0001-88;2024-06-01;2;13270;18652383;0.6982;0.645450883077997;0.0527;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;8064000;0.3018;0;0.3018;0;0;0;0;0;0;0;0;0;0
41.269.052/0001-45;2024-12-01;1;23377;7472965;0.34441313694549;0.23084400000002;0.112599;5;7248028;0.33404626679621;0;0.334046;1;2976684;0.137189064064324;0;0.137189;1;4000000;0.184351532193976;0;0.185322;;;;;;;;;;;;;;;;;;;;
41.269.527/0001-01;2024-12-01;1;103315;45523076;1;0.9608;0.0392;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
41.272.747/0001-86;2024-06-01;1;2481;557019;1;0.9817;0.0183;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
41.320.997/0001-44;2024-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;251400;1;0;1
41.325.993/0001-59;2024-12-01;1;109;88319;0.699175;0.471782;0.227393;4;38000;0.300826;0;0.300826;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
41.394.946/0001-67;2024-12-01;1;;;;;;;;;;;1;98559.8;0.1075;0;0.1075;;;;;;;;;;;;;;;;;;;;;1;818273.54;0.8925;0;0.8925
41.650.310/0001-39;2024-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;67946954308.3887;1;;1
41.650.319/0001-40;2024-12-01;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;272547.36721432;1;;1
41.650.365/0001-49;2024-12-01;1;;;;;;;;;;;1;2965075.79680304;0.1381;;0.1381;;;;;;;;;;;;;;;;;;;;;1;18502454.7746664;0.8619;;0.8619
41.673.349/0001-71;2024-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;522805;1;0;1
41.673.359/0001-07;2024-06-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;92589.04193;1;0;1
41.745.701/0001-37;2024-06-01;1;66319;21599919;1;0.99;0.01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
41.776.296/0001-14;2024-06-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;112381.23519944;1;;1
41.778.415/0001-78;2024-12-01;1;6;75675.18719735;0.137475430831857;0.0415936331433575;0.0958817976884992;0;0;0;0;0;4;274018.62706406;0.497796308231725;0;0.497796308231725;2;200769.543005;0.364728260936418;0;0.364728260936418;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
41.820.693/0001-46;2024-12-01;1;123;9.83294896;0.0001;0.0001;0;;;;;;;;;;;;;;;;1;90681.95107;0.28508605182518;0;0.28508605182518;;;;;;;;;;;1;36165.13946329;0.71483644;0;0.71483644
41.833.763/0001-09;2024-12-01;1;1;12500;0.0023;0.0023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;5414750;0.9977;0;0.9977
41.833.876/0001-04;2024-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;58334.63;1;0;1
41.969.521/0001-39;2024-12-01;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;40026.58506922;1;0;1
41.969.537/0001-41;2024-06-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;28111779.3657097;1;0;1
41.978.140/0001-16;2024-12-01;1;1;1500;0.0016;0;0.0016;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;955766;0.9984;0;0.9984
41.978.154/0001-30;2024-12-01;1;104;102300;0.262;0.011;0.251;1;27500;0.0704;;0.0704;1;40700;0.1042;;0.1042;;;;;;2;220000;0.5634;;0.5634;;;;;;;;;;;;;;;
41.978.168/0001-53;2024-12-01;1;1;8728.41;0.0033;0.0033;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;853566.01;0.3234;0;0.3234;0;0;0;0;0;1;1777303.21;0.6733;0;0.6733
42.031.201/0001-04;2024-12-01;2;100;1968.80860481;0.00332647540412298;0.00332647540412298;;1;34330.0000829;0.0580035563743015;0.0580035563743015;;;;;;;3;294190.3706048;0.497060521553913;0.497060521553913;;;;;;;;;;;;1;261371.08288462;0.441609446667662;0.441609446667662;;;;;;
42.066.916/0001-94;2024-12-01;1;5316;2057726;1;0.9225;0.0775;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
42.085.661/0001-07;2024-12-01;1;18207;77523290;1;0.9862;0.0138;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42.273.236/0001-41;2024-12-01;1;10;29856.65;0.1305;0.1305;0;;;;;;1;26529.78;0.1159;0;0.1159;;;;;;1;66305.38;0.2898;;0.2898;;;;;;1;106118.18;0.4638;;0.4638;;;;;
42.273.290/0001-97;2024-12-01;1;101;1178;0.0104;0.0104;0;6;11699;0.0828;0.0828;0;;;;;;;;;;;;;;;;;;;;;;;;;;1;128115;0.9068;0;0.9068
42.273.325/0001-98;2024-12-01;1;6458;1965085;0.8841;0.7712;0.1129;2;257651;0.1159;0;0.1159;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42.405.905/0001-91;2024-06-01;1;50976;45081449;1;0.971044;0.028956;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42.408.956/0001-77;2024-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;3112815.8352;1;0;1
42.432.327/0001-82;2024-06-01;1;9505;2257546;0.4895;0.342;0.1475;3;1071096;0.2322;0.0858;0.1464;2;1283585;0.2783;0;0.2783;;;;;;;;;;;;;;;;;;;;;;;;;
42.463.823/0001-01;2024-12-01;1;1681;164999.99999892;0.91666666666616;0.00611111111114778;0.910555555555012;1;15000;0.0833333333338334;0;0.0833333333338334;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
42.479.593/0001-60;2024-06-01;1;79312;160099509;1;0.99;0.01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
42.502.802/0001-40;2024-06-01;1;12778;36000000;1;0.98;0.02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
42.502.827/0001-43;2024-06-01;1;11125;4593919;1;0.99;0.01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
42.502.842/0001-91;2024-06-01;1;4614;3242638;0.93;0.88;0.05;1;229090;0.07;0;0.07;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
42.516.999/0001-76;2024-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;17446955.6695726;1;0;1
42.517.145/0001-04;2024-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;5288.006585;1;0;1
42.537.438/0001-53;2024-06-01;1;8825;3927474;0.880609028976097;0.867375926915805;0.0132331020602912;0;0;0;0;0;1;532478;0.119390971023903;0.119390971023903;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
42.537.492/0001-07;2024-06-01;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;650000;1;0;1
42.537.540/0001-59;2024-06-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;434481.9774;1;0;1
42.537.579/0001-76;2024-06-01;1;31992;41380060;1;0.872432688594458;0.127567311405542;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
42.537.601/0001-88;2024-06-01;1;127;363857;0.774371427233684;0.356713;0.417673;2;56128;0.119453300246449;0;0.119454;1;49889;0.106175272519867;0;0.10616;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
42.592.257/0001-20;2024-12-01;1;12246;4005164;1;0.9323;0.0677;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42.592.476/0001-09;2024-06-01;1;2530;1009334;1;0.8743;0.1257;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42.592.868/0001-78;2024-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;46420000;1;0;1
